description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Perfect Essence of Rage	1			100	18	360	0		2	"belt,rar,eth"	"es37,qty=1"						"usetype,rar,eth,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"belt,rar,eth"	"es36,qty=1"						"usetype,rar,eth,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"belt,rar,eth"	"es35,qty=1"						"usetype,rar,eth,suf=375"			100																																																																																				0
Perfect Essence of Sorcery	1			100	18	360	0		2	"belt,rar,eth"	"es46,qty=1"						"usetype,rar,eth,suf=818"			100																																																																																				0
Greater Essence of Sorcery	1			100	18	360	0		2	"belt,rar,eth"	"es45,qty=1"						"usetype,rar,eth,suf=817"			100																																																																																				0
Essence of Sorcery	1			100	18	360	0		2	"belt,rar,eth"	"es44,qty=1"						"usetype,rar,eth,suf=1066"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"belt,rar,eth"	"es31,qty=1"						"usetype,rar,eth,suf=1062"			100																																																																																				0
																																																																																																								0
ESSENCES - BELT - NON-ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"belt,rar"	"es18,qty=1"						"usetype,rar,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"belt,rar"	"es17,qty=1"						"usetype,rar,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"belt,rar"	"es16,qty=1"						"usetype,rar,pre=148"			100																																																																																				0
Perfect Essence of the Mind	1			100	18	360	0		2	"belt,rar"	"es61,qty=1"						"usetype,rar,pre=787"			100																																																																																				0
Greater Essence of the Mind	1			100	18	360	0		2	"belt,rar"	"es60,qty=1"						"usetype,rar,pre=305"			100																																																																																				0
Essence of the Mind	1			100	18	360	0		2	"belt,rar"	"es59,qty=1"						"usetype,rar,pre=304"			100																																																																																				0
Perfect Essence of Scorn	1			100	18	360	0		2	"belt,rar"	"es40,qty=1"						"usetype,rar,suf=264"			100																																																																																				0
Greater Essence of Scorn	1			100	18	360	0		2	"belt,rar"	"es39,qty=1"						"usetype,rar,suf=263"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"belt,rar"	"es58,qty=1"						"usetype,rar,suf=820"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"belt,rar"	"es57,qty=1"						"usetype,rar,suf=819"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"belt,rar"	"es56,qty=1"						"usetype,rar,suf=318"			100																																																																																				0
Perfect Essence of Rage	1			100	18	360	0		2	"belt,rar"	"es37,qty=1"						"usetype,rar,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"belt,rar"	"es36,qty=1"						"usetype,rar,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"belt,rar"	"es35,qty=1"						"usetype,rar,suf=375"			100																																																																																				0
Perfect Essence of Sorcery	1			100	18	360	0		2	"belt,rar"	"es46,qty=1"						"usetype,rar,suf=818"			100																																																																																				0
Greater Essence of Sorcery	1			100	18	360	0		2	"belt,rar"	"es45,qty=1"						"usetype,rar,suf=817"			100																																																																																				0
Essence of Sorcery	1			100	18	360	0		2	"belt,rar"	"es44,qty=1"						"usetype,rar,suf=1066"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"belt,rar"	"es31,qty=1"						"usetype,rar,suf=1062"			100																																																																																				0
																																																																																																								0
ESSENCES - QUIVER																																																																																																								0
Perfect Essence of Abrasion	1			100	18	360	0		2	"misl,rar"	"es03,qty=1"						"usetype,rar,pre=793"			100																																																																																				0
Greater Essence of Abrasion	1			100	18	360	0		2	"misl,rar"	"es02,qty=1"						"usetype,rar,pre=792"			100																																																																																				0
Essence of Abrasion	1			100	18	360	0		2	"misl,rar"	"es01,qty=1"						"usetype,rar,pre=791"			100																																																																																				0
Perfect Essence of Battle	1			100	18	360	0		2	"misl,rar"	"es12,qty=1"						"usetype,rar,pre=772"			100																																																																																				0
Greater Essence of Battle	1			100	18	360	0		2	"misl,rar"	"es11,qty=1"						"usetype,rar,pre=244"			100																																																																																				0
Essence of Battle	1			100	18	360	0		2	"misl,rar"	"es10,qty=1"						"usetype,rar,pre=243"			100																																																																																				0
Perfect Essence of Seeking	1			100	18	360	0		2	"misl,rar"	"es43,qty=1"						"usetype,rar,suf=805"			100																																																																																				0
Greater Essence of Seeking	1			100	18	360	0		2	"misl,rar"	"es42,qty=1"						"usetype,rar,suf=804"			100																																																																																				0
Essence of Seeking	1			100	18	360	0		2	"misl,rar"	"es41,qty=1"						"usetype,rar,suf=803"			100																																																																																				0
